CycleDate,lastname,firstname,link,id,CycleName,electionlink,OfficeTitle,NumReports
11/04/2008,McKoy,Carl,CFCandidateElections.aspx?cand_id=188,188,2008 Election Cycle,CFElectionFilings.aspx?elect_id=75&office_id=137&cand_id=188,"County Commissioner, Dist. 3",14
11/04/2014,Mech,David,CFCandidateElections.aspx?cand_id=2485,2485,2014 Election Cycle,CFElectionFilings.aspx?elect_id=123&office_id=146&cand_id=2485,"School Board, Dist. 3",8
11/06/2012,Meyer,Steven,CFCandidateElections.aspx?cand_id=2007,2007,2012 Election Cycle,CFElectionFilings.aspx?elect_id=118&office_id=135&cand_id=2007,"County Commissioner, Dist. 5",13
11/04/2008,Montross,Cliff,CFCandidateElections.aspx?cand_id=1082,1082,2008 Election Cycle,CFElectionFilings.aspx?elect_id=75&office_id=137&cand_id=1082,"County Commissioner, Dist. 3",3
11/06/2012,Montross,Cliff,CFCandidateElections.aspx?cand_id=1082,1082,2012 Election Cycle,CFElectionFilings.aspx?elect_id=118&office_id=137&cand_id=1082,"County Commissioner, Dist. 3",7
11/04/2014,Moore,Joseph,CFCandidateElections.aspx?cand_id=2444,2444,2014 Election Cycle,CFElectionFilings.aspx?elect_id=123&office_id=149&cand_id=2444,"School Board, Dist. 6",11
11/06/2012,Murgio,Michael,CFCandidateElections.aspx?cand_id=2084,2084,2012 Election Cycle,CFElectionFilings.aspx?elect_id=118&office_id=144&cand_id=2084,"School Board, Dist. 1",19
11/04/2008,Murphy,James,CFCandidateElections.aspx?cand_id=1259,1259,2008 Election Cycle,CFElectionFilings.aspx?elect_id=75&office_id=129&cand_id=1259,Sheriff,4
11/06/2012,Neuhoff,Rick,CFCandidateElections.aspx?cand_id=1340,1340,2012 Election Cycle,CFElectionFilings.aspx?elect_id=118&office_id=135&cand_id=1340,"County Commissioner, Dist. 5",14
11/02/2010,Nichols,Michael,CFCandidateElections.aspx?cand_id=1800,1800,2010 Election Cycle,CFElectionFilings.aspx?elect_id=98&office_id=238&cand_id=1800,Indian Trail Improvement District Seat 1,8
11/04/2008,Nikolits,Gary,CFCandidateElections.aspx?cand_id=64,64,2008 Election Cycle,CFElectionFilings.aspx?elect_id=75&office_id=133&cand_id=64,Property Appraiser,7
11/06/2012,Nikolits,Gary,CFCandidateElections.aspx?cand_id=64,64,2012 Election Cycle,CFElectionFilings.aspx?elect_id=118&office_id=133&cand_id=64,Property Appraiser,6
11/04/2014,O'Brien,Andrew,CFCandidateElections.aspx?cand_id=2360,2360,2014 Election Cycle,CFElectionFilings.aspx?elect_id=123&office_id=141&cand_id=2360,"County Commissioner, Dist. 4",24
11/04/2008,O'Connor,Bridget,CFCandidateElections.aspx?cand_id=1276,1276,2008 Election Cycle,CFElectionFilings.aspx?elect_id=75&office_id=128&cand_id=1276,Clerk of the Circuit Court,3
11/04/2008,O'Hara,Patrick,CFCandidateElections.aspx?cand_id=941,941,2008 Election Cycle,CFElectionFilings.aspx?elect_id=75&office_id=129&cand_id=941,Sheriff,4
11/02/2010,Oppel,Edward,CFCandidateElections.aspx?cand_id=299,299,2010 Election Cycle,CFElectionFilings.aspx?elect_id=98&office_id=217&cand_id=299,Port of Palm Beach Group 5,1
11/04/2014,Oppel,Edward,CFCandidateElections.aspx?cand_id=299,299,2014 Election Cycle,CFElectionFilings.aspx?elect_id=123&office_id=217&cand_id=299,Port of Palm Beach Group 5,5
11/04/2014,Panse,Robert,CFCandidateElections.aspx?cand_id=2261,2261,2014 Election Cycle,CFElectionFilings.aspx?elect_id=123&office_id=209&cand_id=2261,"County Court Judge, Grp. 14",3
11/04/2008,Parkes-Brier,Evelyn,CFCandidateElections.aspx?cand_id=1260,1260,2008 Election Cycle,CFElectionFilings.aspx?elect_id=75&office_id=455&cand_id=1260,Northern Palm Beach County Improvement District Seat 5,9
11/02/2010,Pearl,Elissa,CFCandidateElections.aspx?cand_id=1550,1550,2010 Election Cycle,CFElectionFilings.aspx?elect_id=98&office_id=138&cand_id=1550,"County Commissioner, Dist. 6",5
11/06/2012,Perez,Nancy,CFCandidateElections.aspx?cand_id=794,794,2012 Election Cycle,CFElectionFilings.aspx?elect_id=118&office_id=200&cand_id=794,"County Court Judge, Grp. 5",1
11/04/2014,Pinto,Fred,CFCandidateElections.aspx?cand_id=2293,2293,2014 Election Cycle,CFElectionFilings.aspx?elect_id=123&office_id=138&cand_id=2293,"County Commissioner, Dist. 6",10
11/06/2012,Powell,Tracey,CFCandidateElections.aspx?cand_id=2132,2132,2012 Election Cycle,CFElectionFilings.aspx?elect_id=118&office_id=213&cand_id=2132,Port of Palm Beach Group 1,10
11/08/2016,Proper,Jeremy,CFCandidateElections.aspx?cand_id=2636,2636,2016 Election Cycle,CFElectionFilings.aspx?elect_id=140&office_id=148&cand_id=2636,"School Board, Dist. 5",1
11/04/2008,Richards,Wayne,CFCandidateElections.aspx?cand_id=295,295,2008 Election Cycle,CFElectionFilings.aspx?elect_id=75&office_id=213&cand_id=295,"Port of Palm Beach, Grp. 1",14
11/06/2012,Richards,Wayne,CFCandidateElections.aspx?cand_id=295,295,2012 Election Cycle,CFElectionFilings.aspx?elect_id=118&office_id=213&cand_id=295,Port of Palm Beach Group 1,20
11/08/2016,Richards,Wayne,CFCandidateElections.aspx?cand_id=295,295,2016 Election Cycle,CFElectionFilings.aspx?elect_id=140&office_id=213&cand_id=295,Port of Palm Beach Group 1,1
11/02/2010,Riley,Bill,CFCandidateElections.aspx?cand_id=836,836,2010 Election Cycle,CFElectionFilings.aspx?elect_id=98&office_id=238&cand_id=836,Indian Trail Improvement District Seat 1,5
11/02/2010,Robinson,Debra,CFCandidateElections.aspx?cand_id=294,294,2010 Election Cycle,CFElectionFilings.aspx?elect_id=98&office_id=150&cand_id=294,"School Board, Dist. 7",8
11/04/2014,Robinson,Debra,CFCandidateElections.aspx?cand_id=294,294,2014 Election Cycle,CFElectionFilings.aspx?elect_id=123&office_id=150&cand_id=294,"School Board, Dist. 7",18
11/04/2014,Rosensweig,Lawrence,CFCandidateElections.aspx?cand_id=2490,2490,2014 Election Cycle,CFElectionFilings.aspx?elect_id=123&office_id=147&cand_id=2490,"School Board, Dist. 4",15
11/06/2012,Saltzburg,Christopher,CFCandidateElections.aspx?cand_id=2134,2134,2012 Election Cycle,CFElectionFilings.aspx?elect_id=118&office_id=218&cand_id=2134,Jupiter Inlet Commission District 1,4
11/02/2010,Santamaria,Jess,CFCandidateElections.aspx?cand_id=816,816,2010 Election Cycle,CFElectionFilings.aspx?elect_id=98&office_id=138&cand_id=816,"County Commissioner, Dist. 6",9
11/04/2014,Santamaria,Michelle,CFCandidateElections.aspx?cand_id=2488,2488,2014 Election Cycle,CFElectionFilings.aspx?elect_id=123&office_id=138&cand_id=2488,"County Commissioner, Dist. 6",23
11/02/2010,Scarborough,Sheryl,CFCandidateElections.aspx?cand_id=1661,1661,2010 Election Cycle,CFElectionFilings.aspx?elect_id=98&office_id=149&cand_id=1661,"School Board, Dist. 6",2
11/02/2010,Schaller,Andrew,CFCandidateElections.aspx?cand_id=1795,1795,2010 Election Cycle,CFElectionFilings.aspx?elect_id=98&office_id=138&cand_id=1795,"County Commissioner, Dist. 6",17
11/04/2014,Schaller,Andrew,CFCandidateElections.aspx?cand_id=1795,1795,2014 Election Cycle,CFElectionFilings.aspx?elect_id=123&office_id=138&cand_id=1795,"County Commissioner, Dist. 6",27
11/02/2010,Schiavo,Marilyn,CFCandidateElections.aspx?cand_id=1675,1675,2010 Election Cycle,CFElectionFilings.aspx?elect_id=98&office_id=147&cand_id=1675,"School Board, Dist. 4",9
11/04/2008,Schmidt,Bradford,CFCandidateElections.aspx?cand_id=1269,1269,2008 Election Cycle,CFElectionFilings.aspx?elect_id=75&office_id=222&cand_id=1269,"Jupiter Inlet Commission, Dist. 5",8
11/06/2012,Schuler,Allison,CFCandidateElections.aspx?cand_id=2150,2150,2012 Election Cycle,CFElectionFilings.aspx?elect_id=118&office_id=132&cand_id=2150,Tax Collector,8
11/04/2014,Self,David,CFCandidateElections.aspx?cand_id=2263,2263,2014 Election Cycle,CFElectionFilings.aspx?elect_id=123&office_id=223&cand_id=2263,Palm Beach Soil & Water Conservation Group 1,3
11/02/2010,Shaw,Charles,CFCandidateElections.aspx?cand_id=1744,1744,2010 Election Cycle,CFElectionFilings.aspx?elect_id=98&office_id=145&cand_id=1744,"School Board, Dist. 2",7
11/06/2012,Shaw,Charles,CFCandidateElections.aspx?cand_id=1744,1744,2012 Election Cycle,CFElectionFilings.aspx?elect_id=118&office_id=145&cand_id=1744,"School Board, Dist. 2",4
11/02/2010,Shepherd,Caroline,CFCandidateElections.aspx?cand_id=1585,1585,2010 Election Cycle,CFElectionFilings.aspx?elect_id=98&office_id=208&cand_id=1585,"County Court Judge, Grp. 13",1
11/02/2010,Sitnek,Gregory,CFCandidateElections.aspx?cand_id=1775,1775,2010 Election Cycle,CFElectionFilings.aspx?elect_id=98&office_id=240&cand_id=1775,Indian Trail Improvement District Seat 3,14
11/04/2008,Smith,Dirk,CFCandidateElections.aspx?cand_id=314,314,2008 Election Cycle,CFElectionFilings.aspx?elect_id=75&office_id=232&cand_id=314,"Greater Boca Raton Beach & Park District, Seat 5",4
11/06/2012,Stahman,Charles,CFCandidateElections.aspx?cand_id=2129,2129,2012 Election Cycle,CFElectionFilings.aspx?elect_id=118&office_id=133&cand_id=2129,Property Appraiser,4
11/04/2008,Starkoff,Earl,CFCandidateElections.aspx?cand_id=312,312,2008 Election Cycle,CFElectionFilings.aspx?elect_id=75&office_id=230&cand_id=312,"Greater Boca Raton Beach & Park District, Seat 3",11
11/06/2012,Starkoff,Earl,CFCandidateElections.aspx?cand_id=312,312,2012 Election Cycle,CFElectionFilings.aspx?elect_id=118&office_id=230&cand_id=312,Greater Boca Raton Beach & Park District Seat 3 (Within City/ Within District),0
11/06/2012,Stein,Peter,CFCandidateElections.aspx?cand_id=2135,2135,2012 Election Cycle,CFElectionFilings.aspx?elect_id=118&office_id=639&cand_id=2135,Northern Improvement District Seat #4,4
11/04/2008,Stephens,Debra,CFCandidateElections.aspx?cand_id=282,282,2008 Election Cycle,CFElectionFilings.aspx?elect_id=75&office_id=207&cand_id=282,"County Court Judge, Grp. 12",2
11/04/2014,Stephens,Debra,CFCandidateElections.aspx?cand_id=282,282,2014 Election Cycle,CFElectionFilings.aspx?elect_id=123&office_id=207&cand_id=282,"County Court Judge, Grp. 12",3
11/04/2008,Sturmthal,Kelly,CFCandidateElections.aspx?cand_id=1246,1246,2008 Election Cycle,CFElectionFilings.aspx?elect_id=75&office_id=144&cand_id=1246,"School Board, Dist. 1",6
11/02/2010,Sullivan,Jane,CFCandidateElections.aspx?cand_id=799,799,2010 Election Cycle,CFElectionFilings.aspx?elect_id=98&office_id=202&cand_id=799,"County Court Judge, Grp. 7",7
11/06/2012,Sullivan,Jane,CFCandidateElections.aspx?cand_id=799,799,2012 Election Cycle,CFElectionFilings.aspx?elect_id=118&office_id=201&cand_id=799,"County Court Judge, Grp. 6",6
11/04/2014,Sutterfield,Thomas,CFCandidateElections.aspx?cand_id=2446,2446,2014 Election Cycle,CFElectionFilings.aspx?elect_id=123&office_id=147&cand_id=2446,"School Board, Dist. 4",21
11/04/2014,Suverison,Richard,CFCandidateElections.aspx?cand_id=2457,2457,2014 Election Cycle,CFElectionFilings.aspx?elect_id=123&office_id=225&cand_id=2457,Palm Beach Soil & Water Conservation Group 3,2
11/06/2012,Talley,Joe,CFCandidateElections.aspx?cand_id=2083,2083,2012 Election Cycle,CFElectionFilings.aspx?elect_id=118&office_id=129&cand_id=2083,Sheriff,5
11/02/2010,Taylor,Priscilla,CFCandidateElections.aspx?cand_id=218,218,2010 Election Cycle,CFElectionFilings.aspx?elect_id=98&office_id=139&cand_id=218,"County Commissioner, Dist. 7",12
11/04/2008,Taylor,Priscilla,CFCandidateElections.aspx?cand_id=218,218,2008 Election Cycle,CFElectionFilings.aspx?elect_id=75&office_id=26&cand_id=218,"State Representative, Dist. 84",0
11/06/2012,Taylor,Priscilla,CFCandidateElections.aspx?cand_id=218,218,2012 Election Cycle,CFElectionFilings.aspx?elect_id=118&office_id=139&cand_id=218,"County Commissioner, Dist. 7",6
11/08/2016,Tendrich,Gregory,CFCandidateElections.aspx?cand_id=2634,2634,2016 Election Cycle,CFElectionFilings.aspx?elect_id=140&office_id=210&cand_id=2634,"County Court Judge, Grp. 15",2
11/06/2012,Thayer,Tom,CFCandidateElections.aspx?cand_id=2123,2123,2012 Election Cycle,CFElectionFilings.aspx?elect_id=118&office_id=232&cand_id=2123,Greater Boca Raton Beach & Park District Seat 5 (Outside City/ Within District),8
11/04/2014,Theus,Kesnel,CFCandidateElections.aspx?cand_id=2480,2480,2014 Election Cycle,CFElectionFilings.aspx?elect_id=123&office_id=217&cand_id=2480,Port of Palm Beach Group 5,24
11/08/2016,Thomas,Cedrick,CFCandidateElections.aspx?cand_id=817,817,2016 Election Cycle,CFElectionFilings.aspx?elect_id=140&office_id=139&cand_id=817,"County Commissioner, Dist. 7",4
11/06/2012,Thompson,Samuel,CFCandidateElections.aspx?cand_id=2013,2013,2012 Election Cycle,CFElectionFilings.aspx?elect_id=118&office_id=129&cand_id=2013,Sheriff,5
11/08/2016,Thompson,Samuel,CFCandidateElections.aspx?cand_id=2013,2013,2016 Election Cycle,CFElectionFilings.aspx?elect_id=140&office_id=129&cand_id=2013,Sheriff,19
11/06/2012,Tocker,Paul,CFCandidateElections.aspx?cand_id=2042,2042,2012 Election Cycle,CFElectionFilings.aspx?elect_id=118&office_id=135&cand_id=2042,"County Commissioner, Dist. 5",11
11/04/2008,Valeche,Hal,CFCandidateElections.aspx?cand_id=1040,1040,2008 Election Cycle,CFElectionFilings.aspx?elect_id=75&office_id=4&cand_id=1040,"U.S. Representative, Dist. 16",0
11/06/2012,Valeche,Hal,CFCandidateElections.aspx?cand_id=1040,1040,2012 Election Cycle,CFElectionFilings.aspx?elect_id=118&office_id=136&cand_id=1040,"County Commissioner, Dist. 1",11
11/08/2016,Valeche,Hal,CFCandidateElections.aspx?cand_id=1040,1040,2016 Election Cycle,CFElectionFilings.aspx?elect_id=140&office_id=136&cand_id=1040,"County Commissioner, Dist. 1",1
11/04/2008,Van Istendal,Ted,CFCandidateElections.aspx?cand_id=829,829,2008 Election Cycle,CFElectionFilings.aspx?elect_id=75&office_id=239&cand_id=829,Indian Trail Improvement District Seat 2,8
11/04/2008,Vana,Shelley,CFCandidateElections.aspx?cand_id=105,105,2008 Election Cycle,CFElectionFilings.aspx?elect_id=75&office_id=137&cand_id=105,"County Commissioner, Dist. 3",12
11/06/2012,Vana,Shelley,CFCandidateElections.aspx?cand_id=105,105,2012 Election Cycle,CFElectionFilings.aspx?elect_id=118&office_id=137&cand_id=105,"County Commissioner, Dist. 3",9
11/08/2016,Vana,Shelley,CFCandidateElections.aspx?cand_id=105,105,2016 Election Cycle,CFElectionFilings.aspx?elect_id=140&office_id=133&cand_id=105,Property Appraiser,5
11/04/2008,Wade,Elizabeth,CFCandidateElections.aspx?cand_id=590,590,2008 Election Cycle,CFElectionFilings.aspx?elect_id=75&office_id=139&cand_id=590,"County Commissioner, Dist. 7",20
11/08/2016,Waldron,Katherine,CFCandidateElections.aspx?cand_id=2560,2560,2016 Election Cycle,CFElectionFilings.aspx?elect_id=140&office_id=214&cand_id=2560,Port of Palm Beach Group 2,2
11/04/2008,Walker,Cleamond,CFCandidateElections.aspx?cand_id=1048,1048,2008 Election Cycle,CFElectionFilings.aspx?elect_id=75&office_id=129&cand_id=1048,Sheriff,9
11/06/2012,Walker,Cleamond,CFCandidateElections.aspx?cand_id=1048,1048,2012 Election Cycle,CFElectionFilings.aspx?elect_id=118&office_id=129&cand_id=1048,Sheriff,10
11/08/2016,Walker,Cleamond,CFCandidateElections.aspx?cand_id=1048,1048,2016 Election Cycle,CFElectionFilings.aspx?elect_id=140&office_id=129&cand_id=1048,Sheriff,5
11/04/2008,Walker,Patricia,CFCandidateElections.aspx?cand_id=1261,1261,2008 Election Cycle,CFElectionFilings.aspx?elect_id=75&office_id=222&cand_id=1261,"Jupiter Inlet Commission, Dist. 5",12
11/06/2012,Walker,Patricia,CFCandidateElections.aspx?cand_id=1261,1261,2012 Election Cycle,CFElectionFilings.aspx?elect_id=118&office_id=222&cand_id=1261,Jupiter Inlet Commission District 5,0
11/04/2008,Warwick,Tom,CFCandidateElections.aspx?cand_id=304,304,2008 Election Cycle,CFElectionFilings.aspx?elect_id=75&office_id=222&cand_id=304,"Jupiter Inlet Commission, Dist. 5",12
11/02/2010,Webb,Eva,CFCandidateElections.aspx?cand_id=309,309,2010 Election Cycle,CFElectionFilings.aspx?elect_id=98&office_id=227&cand_id=309,Palm Beach Soil & Water Conservation Group 5,0
11/04/2014,Webb,Eva,CFCandidateElections.aspx?cand_id=309,309,2014 Election Cycle,CFElectionFilings.aspx?elect_id=123&office_id=227&cand_id=309,Palm Beach Soil & Water Conservation Group 5,1
11/04/2014,Webster,Martha,CFCandidateElections.aspx?cand_id=1119,1119,2014 Election Cycle,CFElectionFilings.aspx?elect_id=123&office_id=138&cand_id=1119,"County Commissioner, Dist. 6",1
11/06/2012,Weinroth,Robert,CFCandidateElections.aspx?cand_id=2016,2016,2012 Election Cycle,CFElectionFilings.aspx?elect_id=118&office_id=133&cand_id=2016,Property Appraiser,9
11/04/2014,Weiss,Daliah,CFCandidateElections.aspx?cand_id=2262,2262,2014 Election Cycle,CFElectionFilings.aspx?elect_id=123&office_id=385&cand_id=2262,"County Court Judge, Grp. 18",10
11/02/2010,Whatley,Tom,CFCandidateElections.aspx?cand_id=1665,1665,2010 Election Cycle,CFElectionFilings.aspx?elect_id=98&office_id=146&cand_id=1665,"School Board, Dist. 3",8
11/04/2014,Whitfield,Erica,CFCandidateElections.aspx?cand_id=2382,2382,2014 Election Cycle,CFElectionFilings.aspx?elect_id=123&office_id=147&cand_id=2382,"School Board, Dist. 4",25
11/04/2008,Williams,Jonathan,CFCandidateElections.aspx?cand_id=1255,1255,2008 Election Cycle,CFElectionFilings.aspx?elect_id=75&office_id=144&cand_id=1255,"School Board, Dist. 1",12
11/08/2016,Williams,Clarence,CFCandidateElections.aspx?cand_id=2614,2614,2016 Election Cycle,CFElectionFilings.aspx?elect_id=140&office_id=139&cand_id=2614,"County Commissioner, Dist. 7",6
11/02/2010,Young,Ronald,CFCandidateElections.aspx?cand_id=1766,1766,2010 Election Cycle,CFElectionFilings.aspx?elect_id=98&office_id=149&cand_id=1766,"School Board, Dist. 6",5